gene_id	muscle_dietM	muscle_dietP	whole_body_dietM	whole_body_dietP
FBpp0070140	0.0190108333333333	0.0107658333333333	15.8708333333333	9.98060333333333
FBpp0070141	19.347	18.0040666666667	30.1501666666667	30.1507
FBpp0070142	0.953801666666667	2.18168033333333	96.8426	60.9042333333333
FBpp0070143	569.520666666667	425.857	1157.30333333333	1052.39333333333
FBpp0070144	0.102457466666667	0.105658366666667	0.349348333333333	0.323960666666667
FBpp0070145	0.0569863333333333	0.0999470333333333	0.147078333333333	0.149949333333333
FBpp0070146	31.0342633333333	28.44657	45.0736333333333	47.5469
FBpp0070150	2524.20385833333	1979.67730266667	1804.04385733333	1766.67148733333
FBpp0070154	207.061666666667	180.146666666667	99.5730333333333	100.207466666667
FBpp0070155	13.465	12.8829666666667	20.8082666666667	20.3261333333333
FBpp0070158	0.0	0.0	0.260098333333333	0.212634666666667
FBpp0070159	0.1356004	0.0558813333333333	44.3675333333333	27.1890666666667
FBpp0070160	25.4795333333333	22.4638666666667	24.095	24.8168666666667
FBpp0070162	145.7394879	156.556123220241	161.651223333509	159.854751604044
FBpp0070165	1.91494	1.39705666666667	3.96572	4.12798666666667
FBpp0070166	0.0	0.0280437666666667	2.75551333333333	3.14763333333333
FBpp0070167	0.0318562333333333	0.0	15.6448333333333	8.96051666666667
FBpp0070168	14.4979	10.8728333333333	17.8863	16.9225666666667
FBpp0070169	2.599531	2.38059466666667	2.8168998	2.33224666666667
FBpp0070170	3.57094	3.09931333333333	14.13806	8.23392333333333
FBpp0070171	52.6342508414112	43.8194047717047	70.991903277743	66.3870804549633
FBpp0070172	34.6420666666667	28.2523666666667	320.944333333333	277.360333333333
FBpp0070173	0.135235333333333	0.0849616666666667	20.3584666666667	16.9604666666667
FBpp0070175	6.88636666666667	6.03996	11.9978	10.4512366666667
FBpp0070176	0.341894666666667	0.416730333333333	3.47591	3.29576
FBpp0070177	0.0	0.080689	4.40599333333333	5.85589666666667
FBpp0070178	0.107803	0.156224433333333	25.8910966666667	30.6769033333333
FBpp0070179	0.0943692333333333	0.097312	25.5808	21.7346333333333
FBpp0070180	0.472085666666667	0.363093666666667	3.02744	2.71252333333333
FBpp0070181	12.7463666666667	9.17081	13.5786	12.6152333333333
FBpp0070182	0.137278166666667	0.131053166666667	6.98925333333333	2.282561
FBpp0070188	0.0	0.0	0.113342356666667	0.0169723666666667
FBpp0070190	0.538364	0.276835166666667	33.4671185666667	21.6342826666667
FBpp0070191	0.0511453	0.1614116	19.21105	12.9708563333333
FBpp0070192	0.0253594333333333	0.0435754	0.4440772	0.40296
FBpp0070193	0.0282168	0.0496778333333333	0.180133333333333	0.129455866666667
FBpp0070194	0.666308666666667	0.436977	0.528307666666667	0.617070333333333
FBpp0070195	0.0	0.0	0.0116948666666667	0.0252274
FBpp0070196	0.0	0.0191673666666667	0.0092995666666666	0.0368930333333333
FBpp0070197	0.0	0.0	0.0580486666666667	0.0191858333333333
FBpp0070198	1.29043066666667	1.37588243333333	2.45214066666667	5.18302733333333
FBpp0070199	0.533168966666667	0.4964851	8.67674933333333	5.84731733333333
FBpp0070200	0.0325051333333333	0.0255429666666667	2.55727333333333	1.63273666666667
FBpp0070202	46.3586	38.8561066666667	36.83373	38.79522
FBpp0070204	0.689087671186167	1.00177733333333	55.3133133333333	39.8597533333333
FBpp0070205	8.90885	7.02928666666667	13.0831	12.0813333333333
FBpp0070206	0.3345686	0.341469	0.283927	0.534624
FBpp0070208	75.53767	61.5489056666667	87.338625669133	81.6592696674905
FBpp0070221	8.86627333333333	6.63827666666667	12.2990666666667	11.6420333333333
FBpp0070222	1.91296333333333	1.36089	36.9815666666667	27.0296
FBpp0070224	27.483	23.4139	23.5457666666667	19.7245
FBpp0070225	0.451902333333333	0.541738333333333	0.908555666666667	0.825924
FBpp0070226	38.6174633333333	36.27382868165	46.5792638	50.3116492393333
FBpp0070227	4.70340309552806	4.37878708815333	13.2489766666667	12.6512563333333
FBpp0070228	1.90388433333333	1.32346534402133	1.66293133333333	1.97208566666667
FBpp0070235	1.91638666666667	1.81443333333333	5.85787	5.33539333333333
FBpp0070240	4.58807243333333	4.49342716666667	4.604547	4.95357066666667
FBpp0070241	0.042643	0.0318986333333333	0.302485666666667	0.0798861
FBpp0070242	0.111327033333333	0.0106267666666667	27.3285666666667	18.7068333333333
